NAME,TYPE,SLOT,CLASS,RACE,MATERIAL,SIZE,WEIGHT,VALUE,RENT,ML,ABILITIES,FLAGS,SPELL_NAME,SPELL_LVL,SPELL_REMAIN_CHG,SPELL_MAX_CHG,AP_APPLY,CUSTOM,BINDING,SOCKET_REMAIN,SOCKET_DICE1,SOCKET_DICE2,SOCKET_AC,SOCKET_PROF,ENCHANT_RENT_ADD,ENCHANT_AC_ADD,ENCHANT_DICE1_ADD,ENCHANT_DICE2_ADD,ENCHANT_SOCKETS_USED,DAM_TYPE,DAM_DICE,DAM_AVG,REQ_WEAP_SKILL,AFFECT,PROF_MOD,CAST,MOB,ZONE,ORIG_RAW
"a ring of jasper",ARMOR,FINGER,NONE,NONE,stone,special,1,540,540,0,NONE,UNIQUE UNBREAKABLE,,,,,1,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,5HIT_GAIN 5MANA_GAIN,,,"Midnight","Pirate's Stronghold","Object 'a ring of jasper', Item type: ARMOR
Can be worn on: TAKE FINGER 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: stone
Size: special
Weight: 1, Value: 540, Rent: 540, Min Level: 0
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE 
AP-apply is 1
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   HIT_GAIN By 5
   MANA_GAIN By 5"
"a black band",ARMOR,NECK HEAD FEET ABOUT WAIST WRIST,NONE,NONE,silk,special,1,13731,1331,5,NONE,GLOW UNIQUE UNBREAKABLE,,,,,0,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,1DAMROLL 1HITROLL,,,"Midnight","Pirate's Stronghold","Object 'a black band', Item type: ARMOR
Can be worn on: TAKE NECK HEAD FEET ABOUT WAIST WRIST 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: silk
Size: special
Weight: 1, Value: 13731, Rent: 1331, Min Level: 5
Item will give you following abilities:  NONE 
Item is: GLOW UNIQUE UNBREAKABLE 
AP-apply is 0
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   HITROLL By 1
   DAMROLL By 1"
"a green candle",LIGHT,,NONE,NONE,organic,special,1,1771,171,0,NONE,!SELL UNIQUE UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,1CHA,,,"Midnight","Pirate's Stronghold","Object 'a green candle', Item type: LIGHT
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: organic
Size: special
Weight: 1, Value: 1771, Rent: 171, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !SELL UNIQUE UNBREAKABLE 
This light modifies the light intensity of a room by 5
Hours left: [100]
Can affect you as:
   CHA By 1"
"a vial of quickling blood",ENCHANT_MATERIAL,,NONE,NONE,glass,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,1750,0,0,0,1,,,,,11MAXMOVE,,,random,random,"Object 'a vial of quickling blood', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: glass
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 1750, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   MAXMOVE By 11"
"the Jeweled Crown of Dyrk",ARMOR,HEAD,PRIEST WIZARD ROGUE,NONE,gemstone,normal,3,13031,1331,20,SUSTAIN,!IDENTIFY UNBREAKABLE,,,,,7,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,3STR 3WIS,,,"in footlocker","Pirate's Stronghold","Object 'the Jeweled Crown of Dyrk', Item type: ARMOR
Can be worn on: TAKE HEAD 
Class restrictions: PRIEST WIZARD ROGUE 
Race restrictions: NONE 
Object Material: gemstone
Size: normal
Weight: 3, Value: 13031, Rent: 1331, Min Level: 20
Item will give you following abilities:  SUSTAIN 
Item is: !IDENTIFY UNBREAKABLE 
AP-apply is 7
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   WIS By 3
   STR By 3"
"an awl pike",WEAPON,WIELD,NONE,NONE,iron,special,13,9229,929,0,NONE,TWO_HANDED_WPN UNIQUE UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,slash,4D7,16.0,slash attack,-1HITROLL 2MELEE_CRIT_DMG,,,"A Sentry","Pirate's Stronghold","Object 'an awl pike', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: iron
Size: special
Weight: 13, Value: 9229, Rent: 929, Min Level: 0
Item will give you following abilities:  NONE 
Item is: TWO_HANDED_WPN UNIQUE UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: slash,  Damage Dice: '4D7', Average Damage 16.0.
Requires Weapon Skill: slash attack
Can affect you as:
   HITROLL By -1
   MELEE_CRIT_DMG By 2"
"a wide sealskin belt",ARMOR,WAIST,WARRIOR ROGUE,NONE,leather,large,3,6446,646,10,WATERWALK,MAGIC UNIQUE UNBREAKABLE,,,,,3,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,2STR,,,"Quartermaster Oxon","Pirate's Stronghold","Object 'a wide sealskin belt', Item type: ARMOR
Can be worn on: TAKE WAIST 
Class restrictions: WARRIOR ROGUE 
Race restrictions: NONE 
Object Material: leather
Size: large
Weight: 3, Value: 6446, Rent: 646, Min Level: 10
Item will give you following abilities:  WATERWALK 
Item is: MAGIC UNIQUE UNBREAKABLE 
AP-apply is 3
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   STR By 2"
"an ironwood sledge hammer",WEAPON,WIELD,NONE,NONE,wood,large,26,18381,1881,15,NONE,TWO_HANDED_WPN UNIQUE UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,crush,4D9,20.0,bludgeon attack,-2DEX 15MAXHIT 1MELEE_CRIT_PCT,,,"Quartermaster Oxon","Pirate's Stronghold","Object 'an ironwood sledge hammer', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: wood
Size: large
Weight: 26, Value: 18381, Rent: 1881, Min Level: 15
Item will give you following abilities:  NONE 
Item is: TWO_HANDED_WPN UNIQUE UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: crush,  Damage Dice: '4D9', Average Damage 20.0.
Requires Weapon Skill: bludgeon attack
Can affect you as:
   MELEE_CRIT_PCT By 1
   DEX By -2
   MAXHIT By 15"
"a black plate camail",ARMOR,BODY,NONE,NONE,steel,normal,18,1881,181,0,NONE,UNIQUE UNBREAKABLE,,,,,11,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,,,,"A Sentry","Pirate's Stronghold","Object 'a black plate camail', Item type: ARMOR
Can be worn on: TAKE BODY 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: steel
Size: normal
Weight: 18, Value: 1881, Rent: 181, Min Level: 0
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE 
AP-apply is 11
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING"
"a falchion",WEAPON,WIELD,NONE,NONE,steel,special,7,18781,181,0,NONE,UNIQUE UNBREAKABLE MAIN_HAND_WPN,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,slash,2D7,8.0,slash attack,,,,"A Sentry","Pirate's Stronghold","Object 'a falchion', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: steel
Size: special
Weight: 7, Value: 18781, Rent: 181, Min Level: 0
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE MAIN_HAND_WPN 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: slash,  Damage Dice: '2D7', Average Damage 8.0.
Requires Weapon Skill: slash attack"
"an enchanted scarab",OTHER,TRINKET,NONE,NONE,gold,special,4,92000,34000,20,NONE,MAGIC UNBREAKABLE,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,,,,"","","Object 'an enchanted scarab', Item type: OTHER
Can be worn on: TAKE TRINKET 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: gold
Size: special
Weight: 4, Value: 92000, Rent: 34000, Min Level: 20
Item will give you following abilities:  NONE 
Item is: MAGIC UNBREAKABLE 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING"
"an unholy gauntlet",ARMOR,HANDS,NONE,NONE,infernal steel,special,6,25000,4500,15,NONE,MAGIC ANTI_GOOD ANTI_NEUTRAL UNBREAKABLE EVIL_FLAGGED,,,,,7,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,-2HITROLL 3MANA_GAIN 3SPELL_CRIT_PCT -2STR,,,"A shadowmancer","College","Object 'an unholy gauntlet', Item type: ARMOR
Can be worn on: TAKE HANDS 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: infernal steel
Size: special
Weight: 6, Value: 25000, Rent: 4500, Min Level: 15
Item will give you following abilities:  NONE 
Item is: MAGIC ANTI_GOOD ANTI_NEUTRAL UNBREAKABLE EVIL_FLAGGED 
AP-apply is 7
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   MANA_GAIN By 3
   SPELL_CRIT_PCT By 3
   HITROLL By -2
   STR By -2"
"a clear black opal",ENCHANT_MATERIAL,,NONE,NONE,gemstone,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,2500,0,0,0,1,,,,,2SPELL_CRIT_DMG,,,random,random,"Object 'a clear black opal', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: gemstone
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 2500, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   SPELL_CRIT_DMG By 2"
"a small patch of black cloth",ENCHANT_MATERIAL,,NONE,NONE,velvet,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,750,0,0,0,1,,,,,25RESIST_LGHT,,,random,random,"Object 'a small patch of black cloth', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: velvet
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 750, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   RESIST_LGHT By 25"
"A supreme potion of benediction",POTION,HOLD,NONE,NONE,glass,special,1,50000,1000,0,NONE,GLOW MAGIC UNBREAKABLE,,,,,,,,,,,,,,,,,,,,,,,,lvl(benediction),"","","Object 'A supreme potion of benediction', Item type: POTION
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: glass
Size: special
Weight: 1, Value: 50000, Rent: 1000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: GLOW MAGIC UNBREAKABLE 
Casts the following spells at level 40:
   benediction"
"a patch of black cloth",ENCHANT_MATERIAL,,NONE,NONE,velvet,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,1000,0,0,0,1,,,,,30RESIST_LGHT,,,random,random,"Object 'a patch of black cloth', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: velvet
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 1000, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   RESIST_LGHT By 30"
"a jagged dirk",WEAPON,WIELD HOLD,NONE,NONE,steel,special,14,43500,8200,15,NONE,UNIQUE UNBREAKABLE HOLDABLE_WPN,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,stab,4D5,12.0,pierce attack,3DAMROLL 2HITROLL 25RESIST_DIVN,,,"","","Object 'a jagged dirk', Item type: WEAPON
Can be worn on: TAKE WIELD HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: steel
Size: special
Weight: 14, Value: 43500, Rent: 8200, Min Level: 15
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE HOLDABLE_WPN 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: stab,  Damage Dice: '4D5', Average Damage 12.0.
Requires Weapon Skill: pierce attack
Can affect you as:
   RESIST_DIVN By 25
   DAMROLL By 3
   HITROLL By 2"
"a siren orb",ENCHANT_MATERIAL,,NONE,NONE,platinum,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,2000,0,0,0,1,,,,,3SONC_DMG,,,random,random,"Object 'a siren orb', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: platinum
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 2000, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   SONC_DMG By 3"
"a tiny sheet of chromium",ENCHANT_MATERIAL,,NONE,NONE,chromium,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,500,0,0,0,1,,,,,20RESIST_GAS,,,random,random,"Object 'a tiny sheet of chromium', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: chromium
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 500, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   RESIST_GAS By 20"
"a clear green beryl",ENCHANT_MATERIAL,,NONE,NONE,gemstone,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,2500,0,0,0,1,,,,,2MELEE_CRIT_DMG,,,random,random,"Object 'a clear green beryl', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: gemstone
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 2500, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   MELEE_CRIT_DMG By 2"
"enchanted grey pantaloons",ARMOR,LEGS,CLERIC DRUID,NONE,cotton,special,2,15,2500,0,NONE,!DONATE ANTI_GOOD !SELL UNBREAKABLE QUEST_ITEM PC_USE_ONLY,,,,,4,CUSTOMIZABLE,BIND_ON_EQUIP,4,,,,,,,,,,,,,,2SPELL_DMG -1WIS,,,random,random,"Object 'enchanted grey pantaloons', Item type: ARMOR
Can be worn on: TAKE LEGS 
Class restrictions: CLERIC DRUID 
Race restrictions: NONE 
Object Material: cotton
Size: special
Weight: 2, Value: 15, Rent: 2500, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE ANTI_GOOD !SELL UNBREAKABLE QUEST_ITEM PC_USE_ONLY 
AP-apply is 4
Customizations: CUSTOMIZABLE
Bindings: BIND_ON_EQUIP
Remaining Enchants Available: 4
Contains the following affect powers upon enchanting:
   SPELL_DMG By 2
   WIS By -1"
"enchanted singing bowl",OTHER,HOLD,MONK,NONE,bronze,special,4,15,2500,0,NONE,!DONATE ANTI_EVIL !SELL UNBREAKABLE GOOD_FLAGGED QUEST_ITEM PC_USE_ONLY,,,,,,CUSTOMIZABLE,BIND_ON_EQUIP,4,,,,,,,,,,,,,,-1CON 1DAMROLL 20MAXMOVE,,,random,random,"Object 'enchanted singing bowl', Item type: OTHER
Can be worn on: TAKE HOLD 
Class restrictions: MONK 
Race restrictions: NONE 
Object Material: bronze
Size: special
Weight: 4, Value: 15, Rent: 2500, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE ANTI_EVIL !SELL UNBREAKABLE GOOD_FLAGGED QUEST_ITEM PC_USE_ONLY 
Customizations: CUSTOMIZABLE
Bindings: BIND_ON_EQUIP
Remaining Enchants Available: 4
Contains the following affect powers upon enchanting:
   DAMROLL By 1
   MAXMOVE By 20
   CON By -1"
"superior enchanted orange kushalaka",WORN,WAIST,MONK,NONE,silk,special,1,45,3500,0,AIRWALK,!DONATE ANTI_EVIL !SELL UNBREAKABLE GOOD_FLAGGED QUEST_ITEM PC_USE_ONLY,,,,,,CUSTOMIZABLE,BIND_ON_EQUIP,5,,,,,,,,,,,,,,2DAMROLL 30MAXMANA,,,random,random,"Object 'superior enchanted orange kushalaka', Item type: WORN
Can be worn on: TAKE WAIST 
Class restrictions: MONK 
Race restrictions: NONE 
Object Material: silk
Size: special
Weight: 1, Value: 45, Rent: 3500, Min Level: 0
Item will give you following abilities:  AIRWALK 
Item is: !DONATE ANTI_EVIL !SELL UNBREAKABLE GOOD_FLAGGED QUEST_ITEM PC_USE_ONLY 
Customizations: CUSTOMIZABLE
Bindings: BIND_ON_EQUIP
Remaining Enchants Available: 5
Contains the following affect powers upon enchanting:
   DAMROLL By 2
   MAXMANA By 30"
"a tiny sheet of titanium",ENCHANT_MATERIAL,,NONE,NONE,titanium,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,500,0,0,0,1,,,,,20RESIST_ACID,,,random,random,"Object 'a tiny sheet of titanium', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: titanium
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 500, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   RESIST_ACID By 20"
"a crystalline acorn",FOOD,HOLD,NONE,NONE,crystal,special,1,28000,3000,0,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,"forage","forest terrain","Object 'a crystalline acorn', Item type: FOOD
Can be worn on: TAKE HOLD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: crystal
Size: special
Weight: 1, Value: 28000, Rent: 3000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: NONE "
"Excalibur",WEAPON,WIELD,NONE,NONE,adamantite,normal,23,240085,48017,30,DETECT_ALIGN PROTECTION_EVIL,MAGIC ANTI_EVIL UNIQUE UNBREAKABLE GOOD_FLAGGED !DISARM !IDENTIFY MAIN_HAND_WPN,,,,,,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,slash,6D6,21.0,slash attack,1ATK_/_2_ROUNDS 3HITROLL,,,"","Camelot","Object 'Excalibur', Item type: WEAPON
Can be worn on: TAKE WIELD 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: adamantite
Size: normal
Weight: 23, Value: 240085, Rent: 48017, Min Level: 30
Item will give you following abilities:  DETECT_ALIGN PROTECTION_EVIL 
Item is: MAGIC ANTI_EVIL UNIQUE UNBREAKABLE GOOD_FLAGGED !DISARM !IDENTIFY MAIN_HAND_WPN 
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Damage Type: slash,  Damage Dice: '6D6', Average Damage 21.0.
Requires Weapon Skill: slash attack
Can affect you as:
   ATK_/_2_ROUNDS By 1
   HITROLL By 3"
"a heartshade potion",POTION,,NONE,NONE,glass,special,1,18000,1500,0,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,lvl(sanctuary),"","","Object 'a heartshade potion', Item type: POTION
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: glass
Size: special
Weight: 1, Value: 18000, Rent: 1500, Min Level: 0
Item will give you following abilities:  NONE 
Item is: NONE 
Casts the following spells at level 30:
   sanctuary"
"a weak air mote",ENCHANT_MATERIAL,,NONE,NONE,glass,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,1000,0,0,0,1,,,,,2GAS_DMG,,,random,random,"Object 'a weak air mote', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: glass
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 1000, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   GAS_DMG By 2"
"a chromatic dragon's eye",ENCHANT_MATERIAL,,NONE,NONE,leather,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,2000,0,0,0,1,,,,,2SPELL_DMG,,,random,random,"Object 'a chromatic dragon's eye', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: leather
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 2000, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   SPELL_DMG By 2"
"some sibriex bile",ENCHANT_MATERIAL,,NONE,NONE,organic,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,2000,0,0,0,1,,,,,-2CHA,,,random,random,"Object 'some sibriex bile', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: organic
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 2000, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   CHA By -2"
"the vestments of healing",ARMOR,BODY ABOUT,CLERIC DRUID,NONE,silk,special,6,125000,6500,10,NONE,UNIQUE UNBREAKABLE,,,,,10,UNCUSTOMIZABLE,NON-BINDING,,,,,,,,,,,,,,,6HEAL_BONUS 17MAXMANA 3SPELL_CRIT_PCT,,,"Ge'erak, the Fire Giant Shaman","Shire","Object 'the vestments of healing', Item type: ARMOR
Can be worn on: TAKE BODY ABOUT 
Class restrictions: CLERIC DRUID 
Race restrictions: NONE 
Object Material: silk
Size: special
Weight: 6, Value: 125000, Rent: 6500, Min Level: 10
Item will give you following abilities:  NONE 
Item is: UNIQUE UNBREAKABLE 
AP-apply is 10
Customizations: UNCUSTOMIZABLE
Bindings: NON-BINDING
Can affect you as:
   HEAL_BONUS By 6
   MAXMANA By 17
   SPELL_CRIT_PCT By 3"
"A flit's wing",ENCHANT_MATERIAL,,NONE,NONE,organic,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,1000,0,0,0,1,,,,,1DEX,,,random,random,"Object 'A flit's wing', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: organic
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 1000, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   DEX By 1"
"a bundle of solar feathers",ENCHANT_MATERIAL,,NONE,NONE,organic,special,1,3,2000,0,NONE,!DONATE !SELL UNBREAKABLE QUEST_ITEM,,,,,,,,,,,,,2000,0,0,0,1,,,,,2CON,,,random,random,"Object 'a bundle of solar feathers', Item type: ENCHANT_MATERIAL
Can be worn on: TAKE 
Class restrictions: NONE 
Race restrictions: NONE 
Object Material: organic
Size: special
Weight: 1, Value: 3, Rent: 2000, Min Level: 0
Item will give you following abilities:  NONE 
Item is: !DONATE !SELL UNBREAKABLE QUEST_ITEM 
Adds to Rent: 2000, Adds 0 to Natural Armor AC.
Adds 0 to Damage Dice 1, Adds 0 to Damage Dice 2.
Occupies 1 Sockets Upon Enchant.
Contains the following affect powers upon enchanting:
   CON By 2"
